檢核編號,title,published_date,category,video_format,目前判定,sponsor_score,sponsor_hits,is_self_promo,說明欄摘要,url,實際是否業配_請填寫,備註_請填寫,video_id
29,短片比長片更賺錢？Shorts、Tiktok、Reels要怎麼把流量變現？我的心得與戰略改變！【Joeman】網紅觀察室,2023/12/8,人物/訪談,長片,非業配,0,,TRUE,我如何靠短影片每月流量暴增千萬？密集更新短影音後的心得與戰略改變！ ⏎ 每個月100元即可看頻道專屬影片！https://reurl.cc/NyXGWe ⏎ (部分iOS用戶會看不到訂閱按鈕，且iOS訂閱會比較貴，建議切到MAC瀏覽器、PC瀏覽器或安卓裝置訂閱) ⏎ 我與Ted合開的房地產課程「超實用買房秘技」https://www.pressplay.cc/link/69D37F42 ⏎ 段落分類by Peter,https://www.youtube.com/watch?v=IF-8Ad7bfcI,否,資訊欄無商業行為,IF-8Ad7bfcI
30,一次開箱3台千萬保時捷911！如果有錢你選哪台？Porsche GT3RS、GT3 、Targa992 【Joeman】,2023/10/15,3C開箱評測,長片,非業配,0,,TRUE,一次開箱3台千萬保時捷911！如果有錢你選哪台？ ⏎ 每個月100元就可以看頻道專屬影片！https://reurl.cc/NyXGWe ⏎ 我與Ted合開的房地產課程「超實用買房秘技」https://www.pressplay.cc/link/69D37F42 ⏎ 我的小紅書:joemanweng ⏎ 段落By Peter,https://www.youtube.com/watch?v=fqusWcSscpo,否,資訊欄無商業行為,fqusWcSscpo
31,幫員工圓夢！擁有一個禮拜BMW M5！【Joeman】,2023/10/5,汽車,長片,非業配,0,,TRUE,員工圓夢企劃！擁有一個禮拜的BMW M5！ ⏎ 想買M5的歡迎找Bruce！ ⏎ 他的Line：https://line.me/ti/p/EWpoG1vnt7 ⏎ 每個月100元就可以看頻道專屬影片！https://reurl.cc/NyXGWe ⏎ 我與Ted合開的房地產課程「超實用買房秘技」https://www.pressplay.cc/link/69D37F42 ⏎ 我的小紅書:joemanweng ⏎ 段落By Peter,https://www.youtube.com/watch?v=UdkePViEfOE,是,有提供車商的Line：https://line.me/ti/p/EWpoG1vnt7,UdkePViEfOE
32,用抖音風格開箱郭台銘家【Joeman】,2023/8/28,3C開箱評測,長片,非業配,0,,FALSE,用抖音風格開箱郭台銘家會怎樣？,https://www.youtube.com/watch?v=S4na4QCmykY,否,資訊欄無商業行為,S4na4QCmykY
33,【Joeman】手感最好的旗艦手機！Zenfone 10開箱！,2023/6/29,3C開箱評測,長片,非業配,0,,FALSE,"去年Zenfone 9專注在單手手感旗艦手機並的路線得到許多人的青睞，的確市場上也越來越難找到可以單手舒服掌控的旗艦手機，而今年的Zenfone 10在維持Zenfone 9基本的外觀上繼續打磨，全新的顏色、更好的續航、毫不妥協的性能，而且價格我覺得也蠻親民的，喜歡小手機的一定要看看！ ⏎ 6/30 12:00~7/16 Zenfone 10 全通路登錄送《$2,000消費禮券》，消費禮券適用於20大通路。專賣店獨家加碼《KKBOX 180天免費聽》、延長保固半年！ ⏎ RAM LPDDR5X 8G + ROM UFS 4.0 128G (午夜黑) $19,990元 ⏎ RAM LPDDR5X 8G + ROM UFS 4.0 256G (洲際綠、日蝕紅、彗星白、午夜黑、隕石藍) $21,990元 ⏎ RAM LPDDR5X 16G + ROM UFS 4.0 512G (午夜黑、隕石藍) $26,990",https://www.youtube.com/watch?v=aaIXLOnsQ4c,是,資訊欄推銷Zenfone 10資訊：https://reurl.cc/jDQGam與登錄活動：https://reurl.cc/lDNeld,aaIXLOnsQ4c
34,【Joeman】台幣一億兩千萬！占地400坪的美國透天開箱！《Joe是要看房美國篇》ep.2,2023/6/24,看房/房產,長片,非業配,0,,TRUE,之前聊過，扣除第一集，接下來美國篇的看房每一集都會是豪宅，所以這一集我們慢慢從相對比較不豪的開始介紹起，占地400坪，室內實坪170坪，可以遠眺湖景，開車到市區也只要15分鐘，雖然總價高，但依舊算起來一坪比新北便宜，但持有成本高，利率也高。 ⏎ 超實用買房秘技｜35線上賞屋 X Joeman ⏎ 募資期間課程折扣優於5折！ ⏎ 完整課程介紹請看：https://www.pressplay.cc/link/69D37F42,https://www.youtube.com/watch?v=HpHlJhwPmOs,否,只有自營課程推銷,HpHlJhwPmOs
35,【Joeman】實測！造假還是AI算圖？S23 Ultra的拍照爭議,2023/3/17,3C開箱評測,長片,非業配,0,,FALSE,S23 Ultra這幾天在國外論壇被大篇幅討論其拍出來的月亮疑似造假，但其實這個問題應該早在S21時期就有，只是可能還有些人不知道，趁著這個機會我們也用各種奇怪月亮來測試看看S23 Ultra會不會被騙，它的月亮是否只是簡單的P一張圖呢？,https://www.youtube.com/watch?v=BMi3mFq5U44,否,資訊欄無商業行為,BMi3mFq5U44
36,【Joeman】東京的夾層套房只要330萬台幣？傳說中的日本LOFT套房 ft.魚乾 @annie72127《Joe是要看房日本篇》ep.13,2023/2/10,看房/房產,長片,非業配,0,,FALSE,日本的Loft夾層套房價格竟然超便宜，一間只要330萬台幣！但～真的蠻小間的，但考量到位置很精華，交通跟機能都很不錯，瞬間又覺得好像蠻划算的...,https://www.youtube.com/watch?v=Oqc1gKMXsVE,否,資訊欄無商業行為,Oqc1gKMXsVE
37,【Joeman】為了錢跟我一起？跟女友回復酸民留言！ft. Niya @niya0325,2023/2/8,人物/訪談,長片,非業配,0,,FALSE,好像從來沒拍過回復酸民留言？這次跟Niya一起來試試看！,https://www.youtube.com/watch?v=UlKJQFQtCZE,否,資訊欄無商業行為,UlKJQFQtCZE
38,一雙鞋十幾萬！潮鞋收藏家！《Joe是要收藏》ep.25 ft.布萊恩的世界【Joeman】,2023/1/28,玩具/收藏,長片,非業配,0,,FALSE,久違的收藏家企劃竟然回來了！拍的主題是之前超多人想看的潮鞋收藏家！但這一集是2021年拍攝，因為平台授權關係所以現在才在YT上架，所以可能部分鞋子的行情與現在不一樣，也要再次感謝布萊恩特地把珍藏的鞋子給我們拍攝，超好看的一集！,https://www.youtube.com/watch?v=rsPHved4SVU,否,資訊欄無商業行為,rsPHved4SVU
39,【Joeman】包下整棟民宿辦尾牙！一口氣抽30幾萬現金！,2023/1/20,未分類,長片,非業配,1,提及廠商,FALSE,農曆年前最後一支影片！當然就是我們的尾牙～今年我們工作室也擴編到8個人，這次我們包下宜蘭的奢華民宿舉辦，並且準備了一堆獎項，由於大部分獎項都是廠商提供，所以再次強調本影片裡的獎金、獎品跟之前的刮刮樂都不是員工的「年終」，大家都各自還有年終。 ⏎ 徵3C剪輯&編輯: ⏎ 月薪40000起（可議） ⏎ 需精通各項3c產品 ⏎ 需有剪輯能力 ⏎ 需具備基本攝影技能 ⏎ 履歷請來信 ⏎ 年後陸續面試，上班地點三重,https://www.youtube.com/watch?v=Oks40zIImSc,否,資訊欄無商業行為,Oks40zIImSc
40,【Joeman】我的辦公室用甚麼家電？全套奢華家電開箱！,2023/1/18,3C開箱評測,長片,非業配,1,品牌官方導流,FALSE,昨天熱騰騰的辦公室開箱有聊到，我們的辦公室有很多家電都是LG的，除了產品本身功能很強大外，重點是他們最近推出了一個很美型的Objet Collection，原本只有黑白灰的家電變成宛如傢俱一般有溫度的傢電，可以根據空間進行更好的搭配裝潢，各位如果最近正在挑家電，可以參考看看～ ⏎ 【LG Objet Collection 調和美學傢電系列】 ⏎ Styler蒸氣電子衣櫥｜Objet Collection ⏎ https://www.lg.com/tw/lg-objet-collection/lg-b723og ⏎ InstaView敲敲看門中門｜Objet Collection ⏎ https://www.lg.com/tw/lg-objet-collection/lg-gr-qlfc87gs ⏎ PuriCare AeroTower風革機｜Objet Collection ⏎ https://www.lg.com/,https://www.youtube.com/watch?v=9WL7AlmOLXs,是,資訊欄直接行銷LG Objet Collection 調和美學傢電系列，與其他相關家電系列,9WL7AlmOLXs
